height,prop_time_lower_bound,node_count,size
1896079,330,3,29551
1896080,262,3,94
1896081,496,3,103
1896082,189,3,14062
1896083,403,3,29418
1896084,491,3,50985
1896085,386,3,31144
1896086,436,3,1866
1896087,388,3,1875
1896088,305,3,20590
1896089,1364,3,5331
1896090,269,3,10313
1896091,367,3,23699
1896092,158,3,4477
1896093,376,3,34406
1896094,393,3,103
1896095,157,3,103
1896096,392,3,42471
1896097,357,3,41071
1896098,180,3,94
1896099,157,3,103
1896100,131,3,30457
1896101,914,3,13382
1896102,288,3,103
1896103,7307,3,45207
1896104,302,3,103
1896105,499,3,30506
1896106,372,3,13752
1896107,354,3,16754
1896108,114,3,7915
1896109,186,3,59721
1896110,273,3,15583
1896111,163,3,7884
1896112,125,3,94
1896113,176,3,29869
1896114,157,3,11387
1896115,137,3,18311
1896116,174,3,103
1896117,267,3,17358
1896118,184,3,3664
1896119,186,3,15008
1896120,185,3,49487
1896121,221,3,103
1896122,173,3,86178
1896123,317,3,14722
1896124,180,3,94
1896125,1180,3,44109
1896126,327,3,10667
1896127,210,3,1899
1896128,642,3,169064
1896129,2323,3,2730
1896130,1211,3,33210
1896131,2788,3,16872
1896132,294,3,18744
1896133,2447,3,41394
1896134,124,3,90
1896135,586,3,50406
1896136,410,3,103
1896137,372,3,28929
1896138,192,3,94
1896139,197,3,3647
1896140,550,3,36861
1896141,325,3,5439
1896142,313,3,103
1896143,496,3,42510
1896144,569,3,66911
1896145,475,3,44069
1896146,297,3,28911
1896147,593,3,74541
1896148,304,3,103
1896149,164,3,102450
1896150,432,3,14875
1896151,356,3,29722
1896152,474,3,31320
1896153,429,3,34860
1896154,487,3,7241
1896155,55,3,103
1896156,345,3,29129
1896157,241,3,61665
1896158,207,3,1874
1896159,116,3,22939
1896160,126,3,1864
1896161,253,3,1868
1896162,680,3,102855
1896163,56,2,94
1896164,104,3,7106
1896165,388,3,42861
1896166,98,3,84961
1896167,563,3,41703
1896168,294,3,3529
1896169,533,3,28271
1896170,406,3,52753
1896171,319,3,90
1896172,318,3,3657
1896173,403,3,90
1896174,399,3,10511
1896175,292,3,7179
1896176,370,3,1901
1896177,305,3,40598
1896178,528,3,11611
1896179,292,3,3670
1896180,558,3,158288
1896181,227,3,20364
1896182,221,3,7765
1896183,370,3,3659
1896184,428,3,42754
1896185,266,3,22731
1896186,1155,3,84969
1896187,461,3,115345
1896188,235,3,17927
1896189,579,3,44097
1896190,597,3,46411
1896191,5229,3,4471
1896192,669,3,65441
1896193,533,3,8026
1896194,461,3,94
1896195,451,3,1864
1896196,465,3,46942
1896197,578,2,8875
1896198,430,3,9615
1896199,530,3,51236
1896200,558,3,59562
1896201,271,3,1870
1896202,584,3,25486
1896203,392,3,46730
1896204,563,3,37789
1896205,357,3,94
1896206,369,3,5430
1896207,522,3,1864
1896208,662,3,165289
1896209,524,3,5413
1896210,508,3,22817
1896211,266,3,103
1896212,436,3,53930
1896213,498,3,68549
1896214,255,3,16681
1896215,296,3,8039
1896216,316,3,5410
1896217,5093,3,30382
1896218,313,3,4490
1896219,315,3,1866
1896220,373,3,103
1896221,493,3,41123
1896222,726,3,24717
1896223,199,3,26586
1896224,657,3,162424
1896225,162,3,3663
1896226,557,3,29763
1896227,174,3,8031
1896228,130,3,25935
1896229,117,3,103
1896230,77,3,17498
1896231,181,3,94
1896232,166,3,1876
1896233,573,3,148546
1896234,464,3,50787
1896235,237,3,4467
1896236,205,3,3651
1896237,375,2,26171
1896238,503,3,36002
1896239,369,3,1865
1896240,403,3,20854
1896241,293,3,52668
1896242,159,3,10504
1896243,336,3,18270
1896244,219,3,15712
1896245,321,2,96878
1896246,388,3,30235
1896247,513,3,52025
1896248,34,2,75442
1896249,513,3,66657
1896250,364,3,7849
1896251,265,3,35168
1896252,275,3,103
1896253,472,3,13813
1896254,420,3,8033
1896255,271,3,103
1896256,332,3,36104
1896257,256,3,94
1896258,302,3,103
1896259,472,3,138926
1896260,644,3,3433
1896261,209,3,96391
1896262,367,3,26984
1896263,538,3,30648
1896264,222,3,10311
1896265,92,3,14051
1896266,406,3,48967
1896267,433,3,1868
1896268,278,3,14195
1896269,281,3,94
1896270,593,3,288480
1896271,376,3,21498
1896272,290,3,15039
1896273,413,3,15736
1896274,565,3,103577
1896275,401,3,14904
1896276,238,3,18423
1896277,347,3,12923
1896278,2043,3,20467
1896279,522,3,51551
1896280,280,3,53639
1896281,520,3,7085
1896282,16,2,95667
1896283,1253,3,14132
1896284,543,3,9401
1896285,952,3,102824
1896286,294,3,27403
1896287,243,3,8907
1896288,423,3,103
1896289,388,3,61962
1896290,636,3,83662
1896291,284,3,12104
1896292,53,3,58389
1896293,554,3,166452
1896294,885,3,73157
1896295,648,3,261507
1896296,506,3,8048
1896297,327,3,94
1896298,374,3,52541
1896299,430,3,6249
1896300,487,3,94
1896301,9194,3,284774
1896302,1457,3,195734
1896303,713,3,84947
1896304,710,3,90986
1896305,419,3,94
1896306,353,3,94
1896307,528,3,72067
1896308,570,3,12842
1896309,538,3,108606
1896310,638,3,103
1896311,737,3,242555
1896312,816,3,23802
1896313,495,3,149932
1896314,417,3,7934
1896315,343,3,6037
1896316,2763,3,39060
1896317,540,3,38176
1896318,501,3,2699
1896319,553,3,50106
1896320,570,3,15518
1896321,379,3,15621
1896322,492,3,3667
1896323,716,3,48719
1896324,167,3,103
1896325,603,3,7028
1896326,563,3,3374
1896327,663,3,33745
1896328,731,3,64197
1896329,1063,3,55361
1896330,524,3,3690
1896331,603,3,6046
1896332,815,3,55060
1896333,582,3,103
1896334,951,3,78100
1896335,672,3,92905
1896336,516,3,2701
1896337,350,3,90
1896338,467,3,39916
1896339,433,3,103
1896340,658,3,16681
1896341,422,3,26279
1896342,411,3,11315
1896343,383,3,4464
1896344,839,3,10512
1896345,1089,3,62767
1896346,674,3,7900
1896347,287,3,19869
1896348,203,3,26543
1896349,8605,3,2704
1896350,447,3,45858
1896351,385,3,14070
1896352,456,3,35993
1896353,953,3,15350
1896354,649,3,15980
1896355,198,3,31556
1896356,506,3,11629
1896357,351,3,9682
1896358,489,3,94
1896359,386,3,94
1896360,453,3,14158
1896361,449,3,7502
1896362,992,3,223029
1896363,310,3,69934
1896364,375,3,94
1896365,577,3,2722
1896366,643,3,36653
1896367,603,3,31235
1896368,414,3,12756
1896369,784,3,22632
1896370,451,3,1865
1896371,296,3,94
1896372,453,3,5302
1896373,579,3,50659
1896374,666,3,8051
1896375,987,3,155684
1896376,440,3,45976
1896377,723,3,53903
1896378,7826,3,120340
1896379,5594,3,1864
1896380,111,3,108281
1896381,178,3,14841
1896382,47,3,3649
1896383,138,3,15010
1896384,269,3,20309
1896385,268,3,10363
1896386,683,3,113919
1896387,551,3,92766
1896388,479,3,20047
1896389,786,3,163056
1896390,197,3,94
1896391,181,3,6247
1896392,287,3,1885
1896393,383,3,8015
1896394,427,3,34324
1896395,317,3,13097
1896396,113,3,29428
1896397,443,3,1873
1896398,543,3,27332
1896399,468,3,5199
1896400,208,3,17588
1896401,316,3,94
1896402,213,3,87631
1896403,370,3,11349
1896404,271,3,25990
1896405,334,3,34201
1896406,1213,3,7737
1896407,525,3,29588
1896408,258,3,7102
1896409,7515,3,55467
1896410,526,3,24437
1896411,561,3,81148
1896412,486,3,35518
1896413,515,3,52044
1896414,394,3,5399
1896415,601,3,53228
1896416,361,3,6236
1896417,641,3,89037
1896418,390,3,8017
1896419,1216,3,3647
1896420,511,3,1865
1896421,494,3,96716
1896422,636,3,55787
1896423,371,3,13622
1896424,449,3,48141
1896425,518,3,5098
1896426,767,3,41917
1896427,349,3,94
1896428,380,3,103
1896429,387,3,64419
1896430,426,3,12998
1896431,551,3,27262
1896432,569,3,9518
1896433,306,3,7045
1896434,384,3,28033
1896435,11457,3,30414
1896436,248,3,90572
1896437,347,3,25066
1896438,412,3,94
1896439,218,3,103
1896440,327,3,28896
1896441,207,3,20386
1896442,396,3,8515
1896443,225,3,4492
1896444,365,3,39631
1896445,306,3,6243
1896446,458,3,31139
1896447,220,3,84750
1896448,532,3,103
1896449,549,3,107563
1896450,789,3,152140
1896451,447,3,37508
1896452,314,3,3362
1896453,746,3,72195
1896454,310,3,103
1896455,604,3,23379
1896456,407,3,7469
1896457,397,3,85281
1896458,148,3,6246
1896459,255,3,6084
1896460,152,3,13296
1896461,1595,3,58877
1896462,1607,3,1876
1896463,398,3,40133
1896464,353,3,94
1896465,302,3,32214
1896466,272,3,12739
1896467,341,3,68099
1896468,139,3,7800
1896469,5215,3,15758
1896470,340,3,13245
1896471,481,3,26460
1896472,829,3,51812
1896473,636,3,15842
1896474,434,3,1877
1896475,863,3,48145
1896476,298,3,2758
1896477,864,3,35824
1896478,10584,3,15692
1896479,879,3,83670
1896480,526,3,29538
1896481,432,3,15581
1896482,688,3,46233
1896483,541,3,30601
1896484,529,3,11481
1896485,571,3,26762
1896486,491,3,23447
1896487,295,3,8902
1896488,663,3,19221
1896489,1313,3,103
1896490,579,4,51571
1896491,1587,4,94
1896492,515,3,17608
1896493,407,3,40614
1896494,533,3,6256
1896495,415,3,32005
1896496,655,3,93898
1896497,133,2,16491
1896498,170,3,62503
1896499,187,3,5103
1896500,455,3,2700
1896501,597,3,32296
1896502,446,3,13785
1896503,335,3,8848
1896504,389,3,8843
1896505,259,3,1865
1896506,384,3,14991
1896507,379,3,1924
1896508,140,3,19513
1896509,763,3,140995
1896510,239,3,8015
1896511,189,3,103
1896512,533,3,72811
1896513,109,3,7916
1896514,338,3,94
1896515,370,3,9802
1896516,294,3,103
1896517,512,3,149844
1896518,2085,3,8017
1896519,245,3,8577
1896520,236,3,103
1896521,663,3,143960
1896522,260,2,4472
1896523,550,3,8497
1896524,296,3,38206
1896525,223,3,1869
1896526,507,3,94
1896527,303,3,18488
1896528,319,3,49498
1896529,313,3,94
1896530,316,3,7178
1896531,276,3,11913
1896532,247,3,94
1896533,389,3,120716
1896534,298,3,10133
1896535,549,3,68899
1896536,17118,3,6235
1896537,598,3,45214
1896538,439,3,94
1896539,120,2,35399
1896540,39,2,34630
1896541,229,2,73266
1896542,338,2,53848
1896543,110,2,9678
1896544,127,2,40441
1896545,41,2,27648
1896546,11,2,6049
1896547,112,2,84133
1896548,34,2,5307
1896549,94,2,103
1896550,68,2,3647
1896551,23,2,2699
1896552,144,2,34921
1896553,130,2,15482
1896554,291,2,24556
1896555,78,2,10308
1896556,120,2,39327
1896557,56,2,63471
1896558,59,2,24117
1896559,88,2,37031
1896560,77,2,36592
1896561,289,4,1875
1896562,150,2,13230
1896563,30,2,67445
1896564,39,2,1877
1896565,187,2,42291
1896566,12,2,94
1896567,223,2,1874
1896568,458,2,57992
1896569,47,2,34272
1896570,198,2,28734
1896571,154,2,75615
1896572,119,2,94
1896573,10000,3,40152
1896574,467,3,8047
1896575,264,3,34913
1896576,364,3,103
1896577,1685,6,12589
1896578,478,3,61712
1896579,486,3,103
1896580,836,5,73106
1896581,518,3,26964
1896582,632,3,5325
1896583,525,3,31574
1896584,272,3,16871
1896585,627,3,44764
1896586,336,3,1890
1896587,340,3,1900
1896588,801,3,35930
1896589,555,3,1864
1896590,744,3,33844
1896591,361,3,94
1896592,645,3,14073
1896593,249,3,10807
1896594,72,3,103
1896595,107,3,52978
1896596,42,3,8857
1896597,482,3,2696
1896598,926,3,38692
1896599,372,3,3634
1896600,372,3,1859
1896601,612,3,23727
1896602,498,5,21210
1896603,600,3,31287
1896604,294,3,14170
1896605,702,3,9677
1896606,651,3,56218
1896607,755,3,33122
1896608,383,3,90
1896609,81,2,72114
1896610,277,3,9050
1896611,520,3,68857
1896612,2599,3,1877
1896613,2855,3,37274
1896614,383,3,2721
1896615,525,3,2731
1896616,726,3,224379
1896617,1432,3,89505
1896618,79,3,39075
1896619,324,2,40432
1896620,412,3,13117
1896621,374,3,3464
1896622,656,3,50028
1896623,335,3,94
1896624,59,3,1899
1896625,239,3,138034
1896626,418,3,109164
1896627,39,3,27398
1896628,164,3,56811
1896629,145,2,32619
1896630,310,3,67933
1896631,306,3,103
1896632,270,3,33977
1896633,286,3,5361
1896634,59,3,43428
1896635,529,3,58930
1896636,586,3,23068
1896637,53,3,7172
1896638,551,3,70201
1896639,113,3,13883
1896640,385,3,49844
1896641,550,3,98246
1896642,179,3,18623
1896643,87,3,11447
1896644,329,3,94
1896645,187,3,12445
1896646,233,3,26109
1896647,296,3,15838
1896648,6848,3,10738
1896649,49,3,103
1896650,628,3,77253
1896651,296,3,1867
1896652,287,3,8854
1896653,70,3,3674
1896654,479,3,51567
1896655,366,3,16132
1896656,243,3,12228
1896657,257,3,94
1896658,10166,3,103
1896659,229,3,23617
1896660,489,3,68090
1896661,379,3,103
1896662,631,3,6262
1896663,556,3,44024
1896664,667,3,16495
1896665,365,3,94
1896666,1037,3,55359
1896667,443,3,14330
1896668,653,3,27058
1896669,425,3,4467
1896670,471,3,32270
1896671,291,3,103
1896672,1251,3,125838
1896673,424,3,11682
1896674,846,3,63931
1896675,947,3,47562
1896676,752,3,80470
1896677,454,3,23050
1896678,501,3,94
1896679,577,3,3676
1896680,743,3,32085
1896681,706,3,94
1896682,4812,3,18434
1896683,387,3,8014
1896684,434,3,1865
1896685,414,3,19300
1896686,368,3,21294
1896687,470,3,22709
1896688,300,3,6135
1896689,399,3,103
1896690,315,3,9689
1896691,329,3,30676
1896692,422,3,10639
1896693,321,3,44211
1896694,240,3,18538
1896695,218,3,14668
1896696,289,3,32299
1896697,266,3,22176
1896698,986,3,35557
1896699,926,3,14883
1896700,419,3,2698
1896701,493,3,8398
1896702,504,3,1867
1896703,589,3,33155
1896704,667,3,50811
1896705,468,3,7941
1896706,533,3,2691
1896707,468,3,14798
1896708,437,3,94
1896709,752,3,45243
1896710,483,3,2698
1896711,527,3,21584
1896712,487,3,33152
1896713,1034,3,103
1896714,631,3,33331
1896715,970,3,19760
1896716,1459,3,55138
1896717,7759,3,3365
1896718,479,3,14941
1896719,499,3,94
1896720,316,3,54996
1896721,1590,3,94
1896722,313,3,10439
1896723,172,3,103
1896724,323,3,1872
1896725,1441,3,16134
1896726,8135,3,16296
1896727,469,3,38588
1896728,295,3,5296
1896729,289,3,8764
1896730,469,3,20946
1896731,1634,3,197576
1896732,1051,3,94
1896733,560,3,6967
1896734,604,3,7073
1896735,545,3,20962
1896736,373,3,94
1896737,558,3,2704
1896738,757,3,27063
1896739,486,3,16288
1896740,647,3,8854
1896741,860,3,4471
1896742,232,3,5434
1896743,847,3,88905
1896744,461,3,20644
1896745,604,3,87792
1896746,266,3,103
1896747,706,3,167337
1896748,141,3,1874
1896749,740,3,14928
1896750,873,3,53990
1896751,1679,3,58484
1896752,1391,3,103
1896753,414,3,25059
1896754,602,3,7930
1896755,632,3,2699
1896756,1084,3,9694
1896757,3005,3,94
1896758,419,3,2722
1896759,465,3,2729
1896760,510,3,38848
1896761,261,3,94
1896762,638,3,14715
1896763,655,3,14884
1896764,745,3,7071
1896765,2041,3,65037
1896766,394,3,17681
1896767,503,3,57209
1896768,454,3,6242
1896769,944,3,33010
1896770,939,3,69892
1896771,581,3,94
1896772,556,3,33174
1896773,155,3,7908
1896774,542,3,6243
1896775,443,3,3363
1896776,357,3,35910
1896777,663,3,19272
1896778,326,3,2698
1896779,412,3,7929
1896780,698,3,24137
1896781,283,3,90
1896782,515,3,4506
1896783,588,3,22074
1896784,564,3,59072
1896785,161,3,7834
1896786,266,3,37818
1896787,348,3,94
1896788,581,3,31300
1896789,3788,3,39623
1896790,271,3,71034
1896791,1078,3,94
1896792,445,3,48799
1896793,272,3,34626
1896794,292,3,1879
1896795,462,3,19393
1896796,678,3,19814
1896797,315,3,2692
1896798,1073,3,9872
1896799,269,3,23114
1896800,203,3,103
1896801,564,3,93184
1896802,451,3,94
1896803,864,3,34879
1896804,363,3,1867
1896805,2684,3,3365
1896806,3138,3,7884
1896807,468,3,36753
1896808,336,3,2706
1896809,687,3,52509
1896810,730,3,120361
1896811,1266,3,94
1896812,487,3,7280
1896813,328,3,45250
1896814,325,3,6244
1896815,1000,3,28559
1896816,364,3,94
1896817,268,3,19662
1896818,12,2,7177
1896819,521,3,32114
1896820,328,3,29409
1896821,422,3,60080
1896822,10614,3,103
1896823,403,3,29665
1896824,411,3,15219
1896825,129,3,5932
1896826,343,3,7270
1896827,320,3,18493
1896828,389,3,7076
1896829,312,3,4479
1896830,360,3,61000
1896831,371,3,4473
1896832,2479,3,4503
1896833,139,3,20307
1896834,440,3,33331
1896835,177,3,14885
1896836,371,3,94
1896837,326,3,1868
1896838,408,3,31467
1896839,218,3,94
1896840,488,3,6255
1896841,552,3,50234
1896842,396,3,94
1896843,627,3,68727
1896844,261,3,6279
1896845,255,3,40770
1896846,679,3,78904
1896847,223,3,11476
1896848,446,3,79762
1896849,335,3,9578
1896850,440,3,51209
1896851,357,3,3648
1896852,330,3,30620
1896853,289,3,94
1896854,5307,3,103
1896855,183,3,25271
1896856,463,3,5130
1896857,283,3,1898
1896858,411,3,50856
1896859,348,3,94
1896860,315,3,26771
1896861,310,3,31840
1896862,397,3,94
1896863,384,3,94
1896864,378,3,8921
1896865,356,3,9846
1896866,342,3,18315
1896867,364,3,29577
1896868,237,3,7924
1896869,240,3,23150
1896870,380,3,21893
1896871,328,3,53434
1896872,979,3,35082
1896873,237,3,2695
1896874,376,3,38924
1896875,472,3,128890
1896876,269,3,9669
1896877,416,3,21070
1896878,352,3,94
1896879,690,3,54619
1896880,243,3,9880
1896881,325,3,3657
1896882,6909,3,94
1896883,385,3,13118
1896884,495,3,5301
1896885,245,3,94
1896886,216,3,103
1896887,158,3,103
1896888,562,3,16439
1896889,449,3,9018
1896890,324,3,4501
1896891,410,3,103
1896892,366,3,21135
1896893,347,3,4472
1896894,10456,3,4482
1896895,6723,3,54056
1896896,178,3,90
1896897,1159,3,7073
1896898,538,3,23677
1896899,854,3,7202
1896900,387,3,4500
1896901,571,3,34126
1896902,607,3,31321
1896903,582,3,12819
1896904,441,3,15766
1896905,395,3,3537
1896906,1307,3,39571
1896907,1340,3,2698
1896908,527,3,2720
1896909,946,3,292669
1896910,733,3,122324
1896911,1740,3,17745
1896912,314,3,5247
1896913,624,3,80077
1896914,310,3,94
1896915,742,3,238803
1896916,570,3,104129
1896917,140,3,1877
1896918,212,3,8898
1896919,452,3,1878
1896920,998,3,120081
1896921,545,3,38451
1896922,417,3,2701
1896923,14530,3,60471
1896924,413,3,4482
1896925,884,3,25423
1896926,580,3,20876
1896927,489,3,7107
1896928,572,3,18248
1896929,317,3,2697
1896930,672,3,44503
1896931,596,3,18464
1896932,611,3,14724
1896933,379,3,47597
1896934,426,3,1862
1896935,280,3,90
1896936,754,3,7035
1896937,328,3,12162
1896938,308,3,94
1896939,277,3,13128
1896940,181,3,4474
1896941,517,3,49275
1896942,641,3,1867
1896943,460,3,29493
1896944,505,3,118169
1896945,286,3,94
1896946,176,3,16786
1896947,229,3,94
1896948,783,3,148035
1896949,314,3,10576
1896950,1631,3,16563
1896951,461,3,26931
1896952,209,3,40263
1896953,205,3,12876
1896954,354,3,2693
1896955,404,3,27966
1896956,217,3,50744
1896957,965,3,24125
1896958,10306,3,15933
1896959,411,3,27144
1896960,309,3,15900
1896961,600,3,74316
1896962,983,3,28394
1896963,269,3,21972
1896964,452,3,46717
1896965,383,3,44526
1896966,286,3,1876
1896967,544,3,47089
1896968,441,3,15785
1896969,132,3,3370
1896970,308,3,30285
1896971,339,3,16670
1896972,374,3,35182
1896973,414,3,25208
1896974,262,3,1874
1896975,634,3,48025
1896976,583,3,7851
1896977,671,3,39166
1896978,652,3,101779
1896979,250,3,94
1896980,278,3,2709
1896981,1418,3,8851
1896982,436,3,34417
1896983,267,3,9637
1896984,409,3,11013
1896985,419,3,25313
1896986,575,3,138223
1896987,227,3,20015
1896988,359,3,4507
1896989,381,2,42267
1896990,303,3,2704
1896991,7148,3,2732
1896992,473,3,5327
1896993,384,3,3649
1896994,439,3,4508
1896995,98,3,36928
1896996,284,3,7155
1896997,615,3,54380
1896998,435,3,94
1896999,317,3,25154
1897000,358,3,6182
1897001,274,3,16659
1897002,323,3,13958
1897003,1804,3,10648
1897004,313,3,35531
1897005,193,3,94
1897006,228,3,101177
1897007,138,3,17504
1897008,43,3,22661
1897009,178,3,6285
1897010,301,3,5922
1897011,438,3,43871
1897012,1887,3,2718
1897013,827,3,89462
1897014,717,3,146800
1897015,261,3,103
1897016,413,3,51830
1897017,332,3,31350
1897018,342,3,150
1897019,350,2,33965
1897020,107,3,32513
1897021,530,3,19040
1897022,4263,3,73101
1897023,368,3,14757
1897024,478,3,33381
1897025,1259,3,45047
1897026,411,3,50053
1897027,269,3,103
1897028,239,3,1901
1897029,369,3,58492
1897030,723,3,3468
1897031,2361,3,7079
1897032,390,3,42459
1897033,288,3,7183
1897034,453,3,7844
1897035,217,3,36007
1897036,438,3,31221
1897037,264,3,1874
1897038,388,3,6059
1897039,736,3,28235
1897040,421,3,8830
1897041,194,3,90
1897042,317,3,1892
1897043,652,3,90912
1897044,473,3,20223
1897045,319,3,90
1897046,536,3,31177
1897047,389,3,9680
1897048,540,3,28435
1897049,462,3,13522
1897050,609,3,84933
1897051,256,3,12637
1897052,352,3,13843
1897053,916,3,12286
1897054,1420,3,9638
1897055,509,3,26911
1897056,553,3,8812
1897057,509,3,14258
1897058,728,3,13210
1897059,418,3,103
1897060,227,3,98641
1897061,539,3,1876
1897062,308,3,14381
1897063,8671,3,11472
1897064,414,3,16590
1897065,1139,3,43685
1897066,321,3,19287
1897067,424,3,34346
1897068,443,3,30076
1897069,227,3,1865
1897070,210,3,17631
1897071,277,3,30401
1897072,394,3,5413
1897073,52,3,10625
1897074,661,3,14072
1897075,421,3,46064
1897076,267,3,51901
1897077,333,3,10505
1897078,330,3,19951
1897079,218,3,13240
1897080,480,3,11456
1897081,254,3,36911
1897082,411,3,7122
1897083,284,3,14099
1897084,374,3,94
1897085,608,3,32819
1897086,528,3,8888
1897087,840,3,39473
1897088,659,3,13218
1897089,512,3,25226
1897090,482,3,9710
1897091,497,3,7709
1897092,557,3,47682
1897093,553,3,43945
1897094,629,3,49345
1897095,765,3,53451
1897096,527,3,50780
1897097,658,3,5317
1897098,780,3,98046
1897099,588,3,15407
1897100,621,3,41070
1897101,564,3,14802
1897102,608,3,94
1897103,699,3,9635
1897104,533,3,12720
1897105,690,3,41308
1897106,616,3,64914
1897107,392,2,12353
1897108,7823,3,97165
1897109,1153,3,103
1897110,580,3,158107
1897111,397,3,13087
1897112,502,3,47176
1897113,178,3,8070
1897114,938,3,92251
1897115,508,3,150
1897116,391,3,150
1897117,333,3,65190
1897118,234,3,10710
1897119,333,3,32062
1897120,710,3,42046
1897121,511,3,2708
1897122,343,3,31861
1897123,441,3,4464
1897124,398,3,24663
1897125,234,3,3536
1897126,325,3,2722
1897127,388,3,67339
1897128,308,3,35817
1897129,507,3,10541
1897130,636,3,53972
1897131,139,3,24453
1897132,502,3,94
1897133,317,3,1878
1897134,423,3,50115
1897135,173,3,25844
1897136,565,3,41752
1897137,451,3,2720
1897138,292,3,8860
1897139,322,3,38460
1897140,17235,3,40237
1897141,296,3,4316
1897142,597,3,40966
1897143,320,3,1869
1897144,134,3,7069
1897145,304,3,1892
1897146,298,3,3652
1897147,355,3,46095
1897148,344,3,13136
1897149,270,3,103
1897150,392,3,24691
1897151,573,3,54115
1897152,512,3,3543
1897153,853,3,60241
1897154,669,3,35038
1897155,589,3,19267
1897156,1971,3,184391
1897157,1182,3,33159
1897158,838,3,43575
1897159,1005,3,94
1897160,722,3,3648
1897161,786,3,11457
1897162,1002,3,27075
1897163,585,3,37751
1897164,1716,4,11451
1897165,1046,3,19107
1897166,1241,3,29706
1897167,735,3,23102
1897168,751,3,1875
1897169,1136,3,29692
1897170,851,3,7079
1897171,707,3,94
1897172,7806,3,4512
1897173,1810,3,66099
1897174,395,3,7947
1897175,263,3,25416
1897176,356,3,37075
1897177,172,3,2697
1897178,214,3,94
1897179,216,3,14829
1897180,346,3,94
1897181,694,3,28265
1897182,468,3,8955
1897183,393,3,24308
1897184,481,3,6750
1897185,2327,3,50688
1897186,431,3,94
1897187,571,3,96904
1897188,430,3,18482
1897189,205,3,1872
1897190,529,3,13230
1897191,513,3,30960
1897192,508,3,39195
1897193,528,3,21807
1897194,1908,3,103
1897195,511,3,23727
1897196,408,3,3671
1897197,325,3,21246
1897198,2236,3,94007
1897199,2805,3,94
1897200,502,3,23308
1897201,1159,3,2695
1897202,1725,3,53236
1897203,476,3,2696
1897204,557,3,51666
1897205,381,3,24432
1897206,610,3,5967
1897207,1361,3,3636
1897208,1017,3,35017
1897209,402,3,26413
1897210,2307,3,90
1897211,4560,3,37605
1897212,339,3,94
1897213,270,3,15816
1897214,285,3,126780
1897215,350,3,103
1897216,174,3,40473
1897217,555,3,29818
1897218,376,3,94
1897219,124,3,94
1897220,183,3,10347
1897221,170,3,38233
1897222,169,3,1875
1897223,808,3,189242
1897224,254,3,37438
1897225,361,3,45241
1897226,439,3,11636
1897227,184,3,40509
1897228,1237,3,1874
1897229,171,3,13249
1897230,535,3,103
1897231,237,3,33221
1897232,269,3,24424
1897233,386,3,44353
1897234,251,3,90053
1897235,430,3,8038
1897236,447,3,20217
1897237,459,3,27354
1897238,341,3,13889
1897239,335,3,94
1897240,441,3,28326
1897241,265,3,94
1897242,903,3,94
1897243,252,3,12396
1897244,217,3,94
1897245,10863,3,8628
1897246,161,3,7076
1897247,239,3,1875
1897248,245,3,1868
1897249,70,2,3655
1897250,298,3,59443
1897251,150,3,20406
1897252,170,3,7959
1897253,158,3,103
1897254,350,3,34448
1897255,429,3,23712
1897256,274,3,94
1897257,230,3,27857
1897258,15,3,15156
1897259,34,3,6917
1897260,247,3,27864
1897261,236,3,23186
1897262,386,3,63892
1897263,331,3,2724
1897264,2623,3,36234
1897265,186,3,46280
1897266,483,3,7064
1897267,348,3,22601
1897268,439,3,23885
1897269,370,3,3645
1897270,613,3,9532
1897271,306,3,3359
1897272,538,3,12943
1897273,520,3,39449
1897274,340,3,1868
1897275,235,2,60854
1897276,541,3,45728
1897277,353,3,1862
1897278,398,3,9452
1897279,1335,3,42738
1897280,821,3,103
1897281,392,3,9689
1897282,458,3,14999
1897283,645,3,15708
1897284,851,3,65076
1897285,642,3,8900
1897286,693,3,40120
1897287,373,3,10674
1897288,492,3,6909
1897289,1052,3,7946
1897290,1119,3,163541
1897291,584,3,35767
1897292,524,3,5417
1897293,657,3,12529
1897294,753,3,21247
1897295,918,3,41903
1897296,956,3,36260
1897297,424,3,8963
1897298,396,3,1876
1897299,208,3,47212
1897300,127,3,36439
1897301,376,3,13111
1897302,904,3,38257
1897303,7738,3,57061
1897304,775,3,78751
1897305,310,3,13861
1897306,1527,3,153919
1897307,384,3,36069
1897308,266,3,1871
1897309,345,3,7081
1897310,604,3,33096
1897311,684,3,43536
1897312,984,3,201269
1897313,477,3,59850
1897314,501,3,3538
1897315,359,3,4467
1897316,802,3,56684
1897317,1374,3,44581
1897318,783,3,7796
1897319,376,3,64175
1897320,242,3,32070
1897321,413,3,3658
1897322,315,3,2625
1897323,363,3,29095
1897324,259,3,8838
1897325,407,3,103
1897326,502,3,29283
1897327,309,3,2631
1897328,460,3,5411
1897329,352,3,6128
1897330,4104,3,45671
1897331,818,3,134522
1897332,915,3,101850
1897333,458,3,21321
1897334,467,3,165427
1897335,256,3,64302
1897336,238,3,90
1897337,162,3,8745
1897338,1215,3,103
1897339,149,3,27059
1897340,819,3,1865
1897341,838,3,62428
1897342,174,3,94
1897343,285,3,156668
1897344,205,3,51606
1897345,302,3,3648
1897346,230,3,2728
1897347,348,3,39991
1897348,239,3,3370
1897349,81,2,2704
1897350,455,3,4469
1897351,374,3,39303
1897352,18965,3,5411
1897353,510,3,100012
