height,prop_time_lower_bound,node_count,size
1826479,0,1,1875
1826480,0,1,114412
1826481,0,1,14894
1826482,0,1,65813
1826483,0,1,13160
1826484,0,1,7096
1826485,0,1,34326
1826486,0,1,65685
1826487,0,1,94
1826488,0,1,49874
1826489,0,1,72449
1826490,0,1,103
1826491,0,1,107071
1826492,0,1,33372
1826493,0,1,78074
1826494,0,1,1865
1826495,0,1,14081
1826496,0,1,31335
1826497,0,1,23916
1826498,0,1,24724
1826499,0,1,94
1826500,0,1,77641
1826501,0,1,4491
1826502,0,1,2752
1826503,0,1,14192
1826504,0,1,20727
1826505,0,1,7085
1826506,0,1,115556
1826507,0,1,74126
1826508,0,1,48299
1826509,0,1,90
1826510,0,1,15976
1826511,0,1,14164
1826512,0,1,26434
1826513,0,1,9513
1826514,0,1,25555
1826515,0,1,178196
1826516,0,1,103
1826517,0,1,1863
1826518,0,1,37613
1826519,0,1,63542
1826520,0,1,64653
1826521,0,1,19094
1826522,0,1,32367
1826523,0,1,94
1826524,0,1,17344
1826525,0,1,6260
1826526,0,1,103480
1826527,0,1,51304
1826528,0,1,57524
1826529,0,1,4507
1826530,0,1,205843
1826531,0,1,18128
1826532,0,1,25532
1826533,0,1,6253
1826534,0,1,26121
1826535,0,1,27142
1826536,0,1,22742
1826537,0,1,40046
1826538,0,1,37746
1826539,0,1,46563
1826540,0,1,146231
1826541,0,1,9801
1826542,0,1,37550
1826543,0,1,14141
1826544,0,1,21857
1826545,0,1,20897
1826546,0,1,48529
1826547,0,1,6752
1826548,0,1,162032
1826549,0,1,12242
1826550,0,1,64073
1826551,0,1,3671
1826552,0,1,20352
1826553,0,1,2701
1826554,0,1,61941
1826555,0,1,16810
1826556,0,1,14068
1826557,0,1,44632
1826558,0,1,6146
1826559,0,1,38895
1826560,0,1,297529
1826561,0,1,29468
1826562,0,1,108131
1826563,0,1,94
1826564,0,1,207785
1826565,0,1,11140
1826566,0,1,46142
1826567,0,1,131246
1826568,0,1,6279
1826569,0,1,34672
1826570,6307,2,38649
1826571,0,1,120280
1826572,0,1,70124
1826573,0,1,83664
1826574,0,1,3640
1826575,0,1,15943
1826576,0,1,1867
1826577,0,1,36083
1826578,0,1,3634
1826579,0,1,29904
1826580,0,1,46004
1826581,0,1,2703
1826582,0,1,54158
1826583,0,1,8842
1826584,0,1,29318
1826585,0,1,44806
1826586,0,1,33412
1826587,0,1,6254
1826588,0,1,10638
1826589,0,1,108385
1826590,0,1,17790
1826591,0,1,14302
1826592,0,1,17773
1826593,0,1,9826
1826594,0,1,6144
1826595,0,1,55678
1826596,0,1,7072
1826597,0,1,2722
1826598,0,1,14925
1826599,0,1,44916
1826600,0,1,100314
1826601,0,1,16133
1826602,0,1,1866
1826603,0,1,50045
1826604,0,1,101411
1826605,0,1,206232
1826606,0,1,85470
1826607,0,1,94
1826608,0,1,8032
1826609,0,1,94
1826610,0,1,83333
1826611,0,1,27509
1826612,0,1,82968
1826613,0,1,27444
1826614,0,1,4471
1826615,0,1,50997
1826616,0,1,89940
1826617,0,1,1893
1826618,0,1,6259
1826619,0,1,81346
1826620,0,1,14277
1826621,0,1,8965
1826622,0,1,22688
1826623,0,1,12301
1826624,0,1,83937
1826625,0,1,29540
1826626,0,1,131297
1826627,0,1,99445
1826628,0,1,238122
1826629,0,1,7186
1826630,0,1,12520
1826631,0,1,301980
1826632,0,1,299416
1826633,0,1,124411
1826634,0,1,65813
1826635,0,1,95629
1826636,0,1,121542
1826637,0,1,23539
1826638,0,1,1868
1826639,0,1,210695
1826640,0,1,2697
1826641,0,1,46327
1826642,0,1,105558
1826643,0,1,5339
1826644,0,1,141404
1826645,0,1,33313
1826646,0,1,76486
1826647,0,1,53107
1826648,0,1,69847
1826649,0,1,17221
1826650,0,1,186985
1826651,0,1,62374
1826652,0,1,7942
1826653,0,1,159424
1826654,0,1,90
1826655,0,1,43123
1826656,0,1,6251
1826657,0,1,84438
1826658,0,1,41220
1826659,0,1,93193
1826660,0,1,26964
1826661,0,1,202441
1826662,0,1,128058
1826663,0,1,40065
1826664,0,1,11504
1826665,0,1,14915
1826666,0,1,189476
1826667,0,1,7081
1826668,0,1,94
1826669,0,1,115344
1826670,0,1,34202
1826671,0,1,3649
1826672,0,1,50046
1826673,0,1,7218
1826674,0,1,80595
1826675,0,1,257155
1826676,0,1,94
1826677,0,1,103
1826678,0,1,17712
1826679,0,1,16771
1826680,0,1,10389
1826681,0,1,15119
1826682,0,1,32974
1826683,0,1,8040
1826684,0,1,5418
1826685,0,1,7811
1826686,0,1,101538
1826687,0,1,30665
1826688,0,1,3637
1826689,0,1,16669
1826690,0,1,48878
1826691,0,1,30788
1826692,0,1,103
1826693,0,1,36094
1826694,0,1,37781
1826695,0,1,56646
1826696,0,1,24503
1826697,0,1,9788
1826698,0,1,131112
1826699,0,1,6141
1826700,0,1,22951
1826701,0,1,7905
1826702,0,1,62495
1826703,0,1,47177
1826704,0,1,62479
1826705,0,1,97099
1826706,0,1,13840
1826707,0,1,82238
1826709,0,1,45838
1826710,0,1,70847
1826711,0,1,29210
1826712,0,1,1878
1826713,0,1,31861
1826714,0,1,1868
1826715,0,1,66273
1826716,0,1,23876
1826717,0,1,4473
1826718,0,1,42383
1826719,0,1,94
1826720,0,1,28093
1826721,0,1,7219
1826722,0,1,26403
1826723,0,1,16682
1826724,0,1,62321
1826725,0,1,32767
1826726,0,1,93315
1826727,0,1,3635
1826728,0,1,90
1826729,0,1,48414
1826730,0,1,7017
1826731,0,1,9795
1826732,0,1,38975
1826733,0,1,63750
1826734,0,1,81532
1826735,0,1,31346
1826736,0,1,14062
1826737,0,1,68851
1826738,0,1,62183
1826739,0,1,51574
1826740,0,1,94
1826741,0,1,73368
1826742,0,1,41859
1826743,0,1,22713
1826744,0,1,52376
1826745,0,1,14101
1826746,0,1,50232
1826747,0,1,79960
1826748,0,1,128921
1826749,0,1,103
1826750,0,1,39761
1826751,0,1,130716
1826752,0,1,8848
1826753,0,1,154602
1826754,0,1,2710
1826755,0,1,86209
1826756,0,1,17700
1826757,0,1,28055
1826758,0,1,118415
1826759,0,1,55711
1826760,0,1,1875
1826761,0,1,34480
1826762,0,1,4463
1826763,0,1,78260
1826764,0,1,40836
1826765,0,1,7194
1826766,0,1,16769
1826767,0,1,167916
1826768,0,1,2708
1826769,0,1,29052
1826770,0,1,35953
1826771,0,1,40492
1826772,0,1,253085
1826773,0,1,269145
1826774,0,1,110293
1826775,0,1,94
1826776,0,1,133471
1826777,0,1,18693
1826778,0,1,59654
1826779,0,1,62740
1826780,0,1,85355
1826781,0,1,94
1826782,0,1,26364
1826783,0,1,90902
1826784,0,1,15600
1826785,0,1,117524
1826786,0,1,128891
1826787,0,1,11005
1826788,0,1,41169
1826789,0,1,133686
1826790,0,1,142058
1826791,0,1,12398
1826792,0,1,133131
1826793,0,1,13264
1826794,0,1,174867
1826795,0,1,103
1826796,0,1,102412
1826797,0,1,15511
1826798,0,1,8880
1826799,0,1,136724
1826800,0,1,6266
1826801,0,1,23309
1826802,0,1,103
1826803,0,1,119261
1826804,0,1,41194
1826805,0,1,111308
1826806,0,1,19303
1826807,0,1,90
1826808,0,1,125064
1826809,0,1,106186
1826810,0,1,1863
1826811,0,1,33096
1826812,0,1,123136
1826813,0,1,64918
1826814,0,1,45348
1826815,0,1,15845
1826816,0,1,48914
1826817,0,1,4480
1826818,0,1,39045
1826819,0,1,186160
1826820,0,1,1867
1826821,0,1,3643
1826822,0,1,13115
1826823,0,1,74506
1826824,0,1,33823
1826825,0,1,3640
1826826,0,1,7449
1826827,0,1,54824
1826828,0,1,5421
1826829,0,1,175116
1826830,0,1,5332
1826831,0,1,95218
1826832,0,1,139579
1826833,0,1,100120
1826834,0,1,97027
1826835,0,1,7667
1826836,0,1,34380
1826837,0,1,5206
1826838,0,1,58656
1826839,0,1,40282
1826840,0,1,37601
1826841,0,1,57260
1826842,0,1,7197
1826843,0,1,1877
1826844,0,1,75909
1826845,0,1,19974
1826846,0,1,30615
1826847,0,1,39266
1826848,0,1,14834
1826849,0,1,228658
1826850,0,1,147620
1826851,0,1,1874
1826852,0,1,26422
1826853,4096,2,107922
1826854,0,1,2703
1826855,0,1,30756
1826856,0,1,44520
1826857,0,1,8023
1826858,0,1,59152
1826859,0,1,159425
1826860,0,1,95228
1826861,0,1,26405
1826862,0,1,84186
1826863,0,1,4472
1826864,0,1,31545
1826865,0,1,42630
1826866,0,1,95881
1826867,0,1,77088
1826868,0,1,119665
1826869,0,1,108588
1826870,0,1,45173
1826871,0,1,305394
1826872,0,1,269701
1826873,0,1,226070
1826874,0,1,31253
1826875,0,1,114644
1826876,0,1,158378
1826877,0,1,40999
1826878,0,1,301090
1826879,0,1,162242
1826880,0,1,103080
1826881,0,1,6246
1826882,0,1,51142
1826883,0,1,57617
1826884,0,1,209548
1826885,0,1,279148
1826886,0,1,2707
1826887,0,1,88125
1826888,0,1,14169
1826889,0,1,5420
1826890,1679,2,7079
1826891,0,1,295931
1826892,0,1,3637
1826893,0,1,26464
1826894,0,1,43057
1826895,0,1,8989
1826896,0,1,103
1826897,0,1,1866
1826898,0,1,1869
1826899,0,1,94
1826900,0,1,3639
1826901,0,1,15119
1826902,0,1,11579
1826903,0,1,9435
1826904,0,1,6245
1826905,0,1,1867
1826906,0,1,109464
1826907,0,1,20237
1826908,0,1,90
1826909,0,1,67112
1826910,0,1,69870
1826911,0,1,24396
1826912,0,1,109200
1826913,0,1,6274
1826914,0,1,13236
1826915,0,1,8045
1826916,0,1,94
1826917,0,1,2700
1826918,0,1,9681
1826919,0,1,5415
1826920,0,1,46767
1826921,0,1,9686
1826922,0,1,19478
1826923,0,1,1875
1826924,0,1,3641
1826925,0,1,9575
1826926,0,1,7189
1826927,0,1,23903
1826928,0,1,94
1826929,0,1,94
1826930,0,1,7180
1826931,0,1,33074
1826932,0,1,30060
1826933,0,1,3640
1826934,0,1,8740
1826935,0,1,21306
1826936,0,1,94
1826937,0,1,1868
1826938,0,1,49651
1826939,0,1,1868
1826940,0,1,3640
1826941,0,1,9784
1826942,0,1,94
1826943,0,1,5437
1826944,0,1,9010
1826945,0,1,69260
1826946,0,1,1865
1826947,0,1,1874
1826948,0,1,8976
1826949,0,1,1867
1826950,0,1,27488
1826951,0,1,1869
1826952,0,1,70553
1826953,0,1,20507
1826954,0,1,53758
1826955,0,1,124242
1826956,0,1,20331
1826957,0,1,10668
1826958,0,1,94
1826959,0,1,3665
1826960,0,1,1875
1826961,0,1,53481
1826962,0,1,29097
1826963,0,1,97976
1826964,0,1,6249
1826965,0,1,14523
1826966,0,1,8988
1826967,0,1,24707
1826968,0,1,5431
1826969,0,1,41473
1826970,0,1,94
1826971,0,1,94
1826972,0,1,30052
1826973,0,1,3651
1826974,0,1,57909
1826975,0,1,36171
1826976,0,1,90
1826977,0,1,167892
1826978,0,1,30077
1826979,0,1,3639
1826980,0,1,140439
1826981,0,1,23991
1826982,0,1,4467
1826983,0,1,13332
1826984,0,1,7935
1826985,0,1,5424
1826986,0,1,26736
1826987,0,1,15114
1826988,0,1,1895
1826989,0,1,8844
1826990,0,1,79486
1826991,0,1,97506
1826992,0,1,122413
1826993,0,1,94
1826994,0,1,63773
1826995,0,1,8025
1826996,0,1,25210
1826997,0,1,15120
1826998,0,1,32673
1826999,0,1,16687
1827000,0,1,8848
1827001,0,1,31837
1827002,0,1,7873
1827003,0,1,50858
1827004,0,1,1864
1827005,0,1,79248
1827006,0,1,138140
1827007,0,1,4469
1827008,0,1,7086
1827009,0,1,65424
1827010,0,1,1892
1827011,0,1,1875
1827012,0,1,37638
1827013,0,1,10728
1827014,0,1,44657
1827015,0,1,4467
1827016,0,1,24958
1827017,0,1,88411
1827018,0,1,14220
1827019,0,1,139860
1827020,0,1,103
1827021,0,1,4469
1827022,0,1,52671
1827023,0,1,18825
1827024,0,1,23331
1827025,0,1,19509
1827026,0,1,11581
1827027,0,1,68723
1827028,0,1,10650
1827029,0,1,29110
1827030,0,1,72540
1827031,0,1,41723
1827032,0,1,103
1827033,0,1,55531
1827034,0,1,5418
1827035,0,1,111129
1827036,0,1,94
1827037,0,1,64629
1827038,0,1,19491
1827039,0,1,34453
1827040,0,1,41528
1827041,0,1,51774
1827042,0,1,59718
1827043,0,1,19329
1827044,0,1,22830
1827045,0,1,3640
1827046,0,1,4494
1827047,0,1,59443
1827048,0,1,1866
1827049,0,1,36323
1827050,0,1,103
1827051,0,1,41547
1827052,0,1,8023
1827053,0,1,43879
1827054,0,1,9595
1827055,0,1,6294
1827056,0,1,3641
1827057,0,1,21872
1827058,0,1,83669
1827059,0,1,138842
1827060,0,1,17728
1827061,0,1,69626
1827062,0,1,8049
1827063,0,1,235923
1827064,0,1,9789
1827065,0,1,94
1827066,0,1,7204
1827067,0,1,13375
1827068,0,1,12431
1827069,0,1,20211
1827070,0,1,306879
1827071,0,1,174342
1827072,0,1,1861
1827073,0,1,44733
1827074,0,1,19512
1827075,0,1,196782
1827076,0,1,8026
1827077,0,1,77459
1827078,0,1,34007
1827079,0,1,8600
1827080,0,1,90798
1827081,0,1,12560
1827082,0,1,272545
1827083,0,1,5417
1827084,0,1,78283
1827085,0,1,34931
1827086,0,1,5414
1827087,0,1,99
1827088,0,1,19598
1827089,0,1,11428
1827090,0,1,29194
1827091,0,1,72587
1827092,0,1,1865
1827093,0,1,56636
1827094,0,1,7439
1827095,0,1,2696
1827096,0,1,28254
1827097,0,1,103
1827098,0,1,51779
1827099,0,1,2711
1827100,0,1,57273
1827101,0,1,12505
1827102,0,1,3645
1827103,0,1,9793
1827104,0,1,1876
1827105,0,1,1866
1827106,0,1,29067
1827107,0,1,94
1827108,0,1,14183
1827109,0,1,94
1827110,0,1,94
1827111,0,1,22037
1827112,0,1,94
1827113,0,1,25548
1827114,0,1,31937
1827115,0,1,1866
1827116,0,1,31643
1827117,0,1,5411
1827118,0,1,45719
1827119,0,1,26076
1827120,0,1,106593
1827121,0,1,39503
1827122,0,1,103
1827123,0,1,5441
1827124,0,1,23598
1827125,0,1,103
1827126,0,1,65389
1827127,0,1,9015
1827128,0,1,16789
1827129,0,1,118581
1827130,0,1,17741
1827131,0,1,11398
1827132,0,1,4469
1827133,0,1,57674
1827134,0,1,45025
1827135,0,1,6269
1827136,0,1,27338
1827137,0,1,12422
1827138,0,1,10723
1827139,0,1,139478
1827140,0,1,10755
1827141,0,1,29126
1827142,0,1,10930
1827143,0,1,6152
1827144,0,1,11459
1827145,0,1,35530
1827146,0,1,1863
1827147,0,1,23899
1827148,0,1,48178
1827149,0,1,7405
1827150,0,1,12274
1827151,0,1,9160
1827152,0,1,54058
1827153,0,1,158436
1827154,0,1,63437
1827155,0,1,43585
1827156,0,1,22758
1827157,0,1,11509
1827158,0,1,16773
1827159,0,1,16410
1827160,0,1,4501
1827161,0,1,53438
1827162,0,1,8875
1827163,0,1,194789
1827164,0,1,45296
1827165,0,1,43137
1827166,0,1,103
1827167,0,1,94
1827168,0,1,103
1827169,0,1,33227
1827170,0,1,13368
1827171,0,1,24562
1827172,0,1,26453
1827173,0,1,72409
1827174,0,1,63583
1827175,0,1,165595
1827176,0,1,8768
1827177,0,1,14246
1827178,0,1,1876
1827179,0,1,30977
1827180,0,1,1869
1827181,0,1,40885
1827182,0,1,12222
1827183,0,1,103
1827184,0,1,33573
1827185,0,1,25849
1827186,0,1,103
1827187,0,1,94
1827188,0,1,64099
1827189,0,1,5216
1827190,0,1,12394
1827191,0,1,48148
1827192,0,1,5435
1827193,0,1,6247
1827194,0,1,22777
1827195,0,1,9007
1827196,0,1,1918
1827197,0,1,5416
1827198,0,1,33885
1827199,0,1,3639
1827200,0,1,84852
1827201,0,1,3651
1827202,0,1,94
1827203,0,1,22630
1827204,0,1,15948
1827205,0,1,156557
1827206,0,1,75667
1827207,0,1,12428
1827208,0,1,13337
1827209,0,1,24683
1827210,0,1,29843
1827211,0,1,11464
1827212,0,1,14156
1827213,0,1,14987
1827214,0,1,34496
1827215,0,1,94
1827216,0,1,94
1827217,0,1,94
1827218,0,1,13231
1827219,0,1,2696
1827220,0,1,3535
1827221,0,1,1864
1827222,0,1,31490
1827223,0,1,7915
1827224,0,1,11186
1827225,0,1,63034
1827226,0,1,97242
1827227,0,1,10812
1827228,0,1,35444
1827229,0,1,1866
1827230,0,1,99
1827231,0,1,9795
1827232,0,1,21316
1827233,0,1,29063
1827234,0,1,94
1827235,0,1,3672
1827236,0,1,3653
1827237,0,1,69097
1827238,0,1,85487
1827239,0,1,1868
1827240,0,1,94
1827241,0,1,9816
1827242,0,1,12423
1827243,0,1,2710
1827244,0,1,20267
1827245,0,1,6754
1827246,0,1,18370
1827247,0,1,16876
1827248,0,1,9691
1827249,0,1,1874
1827250,0,1,15119
1827251,0,1,79961
1827252,0,1,55377
1827253,0,1,6981
1827254,0,1,82132
1827255,0,1,4494
1827256,0,1,1891
1827257,0,1,54573
1827258,0,1,1876
1827259,0,1,12443
1827260,0,1,36964
1827261,0,1,103
1827262,0,1,14604
1827263,0,1,26852
1827264,0,1,32909
1827265,0,1,1864
1827266,0,1,54308
1827267,0,1,4485
1827268,0,1,34952
1827269,0,1,25588
1827270,0,1,18525
1827271,0,1,11925
1827272,0,1,13986
1827273,0,1,59124
1827274,0,1,58871
1827275,0,1,2697
1827276,0,1,41214
1827277,0,1,9816
1827278,0,1,69679
1827279,0,1,30591
1827280,0,1,94
1827281,0,1,138269
1827282,0,1,49102
1827283,0,1,1878
1827284,0,1,24699
1827285,0,1,52997
1827286,0,1,9737
1827287,0,1,28942
1827288,0,1,8026
1827289,0,1,5416
1827290,0,1,40626
1827291,0,1,65692
1827292,0,1,17644
1827293,0,1,25673
1827294,0,1,18513
1827295,0,1,21074
1827296,0,1,114311
1827297,0,1,32446
1827298,0,1,16665
1827299,0,1,38271
1827300,0,1,3541
1827301,0,1,88406
1827302,0,1,12250
1827303,0,1,13270
1827304,0,1,36207
1827305,0,1,7115
1827306,0,1,9822
1827307,0,1,34307
1827308,0,1,87938
1827309,0,1,78874
1827310,0,1,16792
1827311,0,1,6988
1827312,0,1,103
1827313,0,1,103
1827314,0,1,51613
1827315,0,1,19734
1827316,0,1,22982
1827317,0,1,84633
1827318,0,1,94930
1827319,0,1,31635
1827320,0,1,7911
1827321,0,1,16660
1827322,0,1,25818
1827323,0,1,3644
1827324,0,1,95951
1827325,0,1,103
1827326,0,1,93637
1827327,0,1,25293
1827328,0,1,42081
1827329,0,1,12388
1827330,0,1,51522
1827331,0,1,8852
1827332,0,1,65556
1827333,0,1,110074
1827334,0,1,1877
1827335,0,1,2697
1827336,0,1,38653
1827337,0,1,58581
1827338,0,1,75849
1827339,0,1,64510
1827340,0,1,21167
1827341,0,1,143978
1827342,0,1,2704
1827343,0,1,10549
1827344,0,1,33618
1827345,0,1,20152
1827346,0,1,17613
1827347,0,1,29781
1827348,0,1,81273
1827349,0,1,69081
1827350,0,1,3647
1827351,0,1,42960
1827352,0,1,94
1827353,0,1,94541
1827354,0,1,41249
1827355,0,1,3639
1827356,0,1,17502
1827357,0,1,94
1827358,0,1,33228
1827359,0,1,79042
1827360,0,1,1876
1827361,0,1,35924
1827362,0,1,39899
1827363,0,1,9727
1827364,0,1,41211
1827365,0,1,5426
1827366,0,1,11590
1827367,0,1,15002
1827368,0,1,31541
1827369,0,1,255274
1827370,0,1,116289
1827371,0,1,44473
1827372,0,1,45006
1827373,0,1,22091
1827374,0,1,5307
1827375,0,1,34158
1827376,0,1,133700
1827377,0,1,15589
1827378,0,1,63092
1827379,0,1,26389
1827380,0,1,29024
1827381,0,1,98828
1827382,0,1,26098
1827383,0,1,92523
1827384,0,1,103
1827385,0,1,52689
1827386,0,1,32040
1827387,0,1,19959
1827388,0,1,4499
1827389,0,1,11569
1827390,0,1,2698
1827391,0,1,19389
1827392,0,1,16576
1827393,0,1,89290
1827394,0,1,203007
1827395,0,1,3642
1827396,0,1,2695
1827397,0,1,191522
1827398,0,1,33477
1827399,0,1,2709
1827400,0,1,64691
1827401,0,1,38428
1827402,0,1,6268
1827403,0,1,9798
1827404,0,1,22383
1827405,0,1,21290
1827406,0,1,103
1827407,0,1,105873
1827408,0,1,8859
1827409,0,1,180883
1827410,0,1,1868
1827411,0,1,8957
1827412,0,1,127176
1827413,0,1,2704
1827414,0,1,60816
1827415,0,1,13652
1827416,0,1,99
1827417,0,1,1867
1827418,0,1,45418
1827419,0,1,5409
1827420,0,1,51577
1827421,0,1,6256
1827422,0,1,28806
1827423,0,1,120438
1827424,0,1,96140
1827425,0,1,1868
1827426,0,1,7902
1827427,0,1,43763
1827428,0,1,25645
1827429,0,1,8956
1827430,0,1,53218
1827431,0,1,46142
1827432,0,1,6245
1827433,0,1,16660
1827434,0,1,36104
1827435,0,1,4485
1827436,0,1,25353
1827437,0,1,59674
1827438,0,1,33336
1827439,0,1,6250
1827440,0,1,5414
1827442,0,1,49606
1827443,0,1,3636
1827444,0,1,7209
1827445,0,1,104490
1827446,0,1,2702
1827447,0,1,103
1827448,0,1,50095
1827449,0,1,1899
1827450,0,1,25377
1827451,0,1,94
1827453,0,1,42677
1827454,0,1,12404
1827455,0,1,154912
1827456,0,1,16926
1827457,0,1,3639
1827458,0,1,39251
1827459,0,1,224867
1827460,0,1,300603
1827461,0,1,172972
1827462,0,1,62710
1827463,0,1,85111
1827464,0,1,7903
1827465,0,1,300779
1827466,0,1,209499
1827467,0,1,1873
1827468,0,1,75130
1827469,0,1,301067
1827470,0,1,17139
1827471,0,1,252401
1827472,0,1,95419
1827473,0,1,27658
1827474,0,1,30401
1827475,0,1,24919
1827476,0,1,262846
1827477,0,1,84817
1827478,0,1,31297
1827479,0,1,3650
1827480,0,1,87645
1827481,0,1,5437
1827482,0,1,94
1827483,0,1,16063
1827484,0,1,184919
1827485,0,1,103
1827486,0,1,26578
1827487,0,1,31592
1827488,0,1,78523
1827489,0,1,19062
1827490,0,1,53697
1827491,0,1,14171
1827492,0,1,32331
1827493,0,1,5313
1827494,0,1,94
1827495,0,1,42786
1827496,0,1,56932
1827497,0,1,94
1827498,0,1,21955
1827499,0,1,6253
1827500,0,1,171408
1827501,0,1,2695
1827502,0,1,44597
1827503,0,1,78374
1827504,0,1,22199
1827505,0,1,15838
1827506,0,1,35567
1827507,0,1,1865
1827508,0,1,36608
1827509,0,1,5417
1827510,0,1,97922
1827511,0,1,8989
1827512,0,1,24093
1827513,0,1,36069
1827514,0,1,40236
1827515,0,1,10513
1827516,0,1,18719
1827517,0,1,17508
1827518,0,1,28018
1827519,0,1,21268
1827520,0,1,43448
1827521,0,1,94
1827522,0,1,197646
1827523,0,1,6255
1827524,0,1,80960
1827525,0,1,29034
1827526,0,1,46472
1827527,0,1,49746
1827528,0,1,56993
1827529,0,1,92218
1827530,0,1,13347
1827531,0,1,96852
1827532,0,1,5414
1827533,0,1,116714
1827534,0,1,111957
1827535,0,1,8854
1827536,0,1,29098
1827537,0,1,3637
1827538,0,1,23537
1827539,0,1,65948
1827540,0,1,152182
1827541,0,1,9710
1827542,0,1,64015
1827543,0,1,13125
1827544,0,1,7073
1827545,0,1,57038
1827546,0,1,103
1827547,0,1,19268
1827548,0,1,111620
1827549,0,1,5313
1827550,0,1,35439
1827551,0,1,4506
1827552,0,1,7085
1827553,0,1,1863
1827554,0,1,43531
1827555,0,1,51058
1827556,0,1,9690
1827557,0,1,5415
1827558,0,1,73114
1827559,0,1,135794
1827560,0,1,4372
1827561,0,1,103
1827562,0,1,82919
1827563,0,1,112900
1827564,0,1,67736
1827565,0,1,7824
1827566,0,1,28981
1827567,3871,2,68628
1827568,0,1,94
1827569,0,1,5407
1827570,0,1,301404
1827571,0,1,201819
1827572,0,1,297806
1827573,0,1,80692
1827574,0,1,88834
1827575,0,1,35791
1827576,0,1,301259
1827577,0,1,124947
1827578,0,1,301522
1827579,0,1,301096
1827580,0,1,296031
1827581,0,1,43101
1827582,0,1,1866
1827583,0,1,18551
1827584,0,1,56542
1827585,0,1,300855
1827586,0,1,222484
1827587,0,1,224053
1827588,0,1,58598
1827589,0,1,83413
1827590,0,1,1869
1827591,0,1,8834
1827592,0,1,26088
1827593,0,1,36503
1827594,0,1,276537
1827595,0,1,297684
1827596,0,1,155904
1827597,0,1,182109
1827598,0,1,200038
1827599,0,1,195803
1827600,0,1,161489
1827601,0,1,184513
1827602,0,1,4482
1827603,0,1,1865
1827604,0,1,16773
1827605,0,1,2697
1827606,0,1,1874
1827607,0,1,1867
1827608,0,1,17175
1827609,0,1,226233
1827610,0,1,268294
1827611,0,1,160577
1827612,0,1,20025
1827613,0,1,28723
1827614,0,1,103
1827615,0,1,6245
1827616,0,1,37063
1827617,0,1,57777
1827618,0,1,236724
1827619,0,1,300879
1827620,0,1,208259
1827621,0,1,74941
1827622,0,1,2706
1827623,0,1,24789
1827624,0,1,3469
1827625,0,1,109120
1827626,0,1,13230
1827627,0,1,14060
1827628,0,1,186732
1827629,0,1,267796
1827630,0,1,3646
1827631,0,1,103
1827632,0,1,36689
1827633,0,1,301883
1827634,0,1,293198
1827635,0,1,280695
1827636,0,1,156184
1827637,0,1,51473
1827638,0,1,13341
1827639,0,1,68031
1827640,0,1,37878
1827641,0,1,104805
1827642,0,1,48600
1827643,0,1,37359
1827644,0,1,103
1827645,0,1,28983
1827646,0,1,69025
1827647,0,1,5451
1827648,0,1,112241
1827649,0,1,18248
1827650,0,1,50669
1827651,0,1,26988
1827652,0,1,46446
1827653,0,1,15733
1827654,0,1,93616
1827655,0,1,5135
1827656,0,1,2705
1827657,0,1,5420
1827658,0,1,75832
1827659,0,1,75421
1827660,0,1,12219
1827661,0,1,146898
1827662,0,1,1875
1827663,0,1,17604
1827664,0,1,32457
1827665,0,1,46515
1827666,0,1,52905
1827667,0,1,43815
1827668,0,1,171922
1827669,0,1,94
1827670,0,1,154389
1827671,0,1,27198
1827672,0,1,24359
1827673,0,1,202642
1827674,0,1,101020
1827675,0,1,24665
1827676,0,1,13327
1827677,0,1,84012
1827678,0,1,9652
1827679,0,1,41444
1827680,0,1,110855
1827681,0,1,5252
1827682,0,1,12316
1827683,0,1,75932
1827684,0,1,103
1827685,0,1,103
1827686,0,1,43900
1827687,0,1,9803
1827688,0,1,74800
1827689,0,1,12080
1827690,0,1,25341
1827691,0,1,16557
1827692,0,1,3633
1827693,0,1,97368
1827694,0,1,2703
1827695,0,1,100724
1827696,0,1,57617
1827697,0,1,9623
1827698,0,1,40242
1827699,0,1,87985
1827700,0,1,153544
1827701,0,1,25777
1827702,0,1,16131
1827703,0,1,135126
1827704,0,1,62800
1827705,0,1,6996
1827706,0,1,61626
1827707,0,1,8885
1827708,0,1,72848
1827709,0,1,131276
1827710,0,1,10742
1827711,0,1,7947
1827712,0,1,71407
1827713,0,1,6258
1827714,0,1,69146
1827715,0,1,6089
1827716,0,1,46471
1827717,0,1,27077
1827718,0,1,103
1827719,0,1,24833
1827720,0,1,77973
1827721,0,1,8047
1827722,0,1,21144
1827723,0,1,37722
1827724,0,1,17494
1827725,0,1,9695
1827726,0,1,22840
1827727,0,1,18105
1827728,0,1,153888
1827729,0,1,65301
1827730,0,1,84155
1827731,0,1,156420
1827732,0,1,67294
1827733,0,1,20749
1827734,0,1,103
1827735,0,1,106666
1827736,0,1,30750
1827737,0,1,1865
1827738,0,1,1876
1827739,0,1,119656
1827740,0,1,2692
1827741,0,1,13882
1827742,0,1,117033
1827743,0,1,2703
1827744,0,1,93456
1827745,0,1,36693
1827746,0,1,94
1827747,0,1,31847
1827748,0,1,64749
1827749,0,1,153890
1827750,0,1,9585
1827751,0,1,4473
1827752,0,1,85142
1827753,0,1,39773
1827754,0,1,49943
1827755,0,1,13243
1827756,0,1,47042
1827757,0,1,37029
1827758,0,1,7082
1827759,0,1,36163
